거래년월,지역명,건물유형,거래건수,거래액(억원),평균가격(만원)
2023-01,영등포구,빌라,105,4296.800221822779,66893.28226703766
2023-01,용산구,아파트,13,3117.6707055105776,94557.48564239344
2023-01,용산구,단독주택,267,229.9054216539469,59820.23138352594
2023-01,용산구,오피스텔,484,4024.6515439437585,68685.32921114923
2023-01,용산구,상가,172,3252.1122703675305,47450.53037767711
2023-01,용산구,주상복합,188,4121.133431145381,63716.14799985256
2023-01,용산구,다세대주택,74,4809.833762737179,90819.01226973819
2023-01,용산구,빌라,53,1442.4095238735554,23815.14461171229
2023-01,은평구,아파트,311,189.28694569259366,12160.967193325054
2023-01,은평구,단독주택,44,1749.1156529547598,66605.095631932
2023-01,은평구,오피스텔,102,4239.889023750327,5257.377766375109
2023-01,은평구,상가,427,1377.4031883559253,51115.633066460396
2023-01,은평구,주상복합,323,3514.012110284338,64007.45613764875
2023-01,은평구,다세대주택,422,292.0130007106667,43540.76507641114
2023-01,은평구,빌라,258,2785.062227915628,44076.6814038875
2023-01,종로구,아파트,417,4053.4902224095936,99078.99877406532
2023-01,종로구,단독주택,45,1922.8886203846375,78312.0571919737
2023-01,종로구,오피스텔,161,4348.871375327638,57501.06913794604
2023-01,종로구,상가,277,2202.07073413759,75834.49357577524
2023-01,종로구,주상복합,226,1267.3571467794993,39639.7019591006
2023-01,종로구,다세대주택,378,2575.7366249945,83166.37421245094
2023-01,종로구,빌라,351,1558.4123550956233,12698.534054700747
2023-01,중구,아파트,109,153.10449225346196,90822.05171266857
2023-01,중구,단독주택,85,1839.035433267331,95809.68585726626
2023-01,중구,오피스텔,232,4757.9750199940245,58623.47514795875
2023-01,중구,상가,376,508.09361485677226,11895.302284072664
2023-01,중구,주상복합,405,1710.4562723125882,68234.29023947273
2023-01,중구,다세대주택,493,4736.353260120282,78785.71689570665
2023-01,중구,빌라,48,546.9099049385828,50958.7695561504
2023-01,중랑구,아파트,432,4980.063085948613,8419.502003702954
2023-01,중랑구,단독주택,172,4449.750495515669,37038.756217551636
2023-01,중랑구,오피스텔,155,4846.394525473261,69738.9109869788
2023-01,중랑구,상가,451,3129.2685102496794,12808.899583910654
2023-01,중랑구,주상복합,16,2187.8482277300113,24589.912504389962
2023-01,중랑구,다세대주택,402,4127.114290522745,71505.49603418013
2023-01,중랑구,빌라,14,2615.2982265927253,25623.123025179197
2023-02,강남구,아파트,145,1933.9268992049895,38952.288265488416
2023-02,강남구,단독주택,154,4741.518029180907,98642.10319081848
2023-02,강남구,오피스텔,141,1816.0694088315363,71693.57597157038
2023-02,강남구,상가,284,3908.0198880444404,57165.21222437309
2023-02,강남구,주상복합,100,1318.748356708411,35034.49531485255
2023-02,강남구,다세대주택,135,2513.8630110252097,4101.303542439649
2023-02,강남구,빌라,229,2900.217823504552,74874.46450833483
2023-02,강동구,아파트,465,675.878609207814,65973.39930525816
2023-02,강동구,단독주택,10,3437.0931927748543,26038.127715369585
2023-02,강동구,오피스텔,200,2440.8029653131157,11040.45820425536
2023-02,강동구,상가,426,1195.619608745318,96432.58632573929
2023-02,강동구,주상복합,53,4891.713276895927,56932.4887483307
2023-02,강동구,다세대주택,312,4466.601257120548,54187.00758137109
2023-02,강동구,빌라,212,4603.667004865431,27540.046294956388
2023-02,강북구,아파트,156,4849.582424533585,53740.490884504434
2023-02,강북구,단독주택,242,1162.364622273807,31565.912843424696
2023-02,강북구,오피스텔,10,3175.034592411911,59678.488256540724
2023-02,강북구,상가,153,3711.7934586307942,91779.67114190331
2023-02,강북구,주상복합,339,4757.016271975138,89355.58703741888
2023-02,강북구,다세대주택,469,623.1047230858335,35559.02628530543
2023-02,강북구,빌라,131,1021.7936826464304,47978.74527917827
2023-02,강서구,아파트,195,1224.0342539542535,28795.97872153118
2023-02,강서구,단독주택,366,4874.534557564216,98662.44221452148
2023-02,강서구,오피스텔,456,2726.87219508619,33024.17877977379
2023-02,강서구,상가,221,3053.631221914163,29282.8913239676
2023-02,강서구,주상복합,406,4563.543204019828,82786.11256354739
2023-02,강서구,다세대주택,91,2141.531382918548,59372.77425454015
2023-02,강서구,빌라,418,2149.3908778240325,93474.66288533929
2023-02,관악구,아파트,251,2802.780575465943,18988.923330289093
2023-02,관악구,단독주택,298,3910.251190302605,49595.897941036405
2023-02,관악구,오피스텔,248,837.0427664072881,60630.67938915711
2023-02,관악구,상가,72,2025.6482999964096,83428.9294085319
2023-02,관악구,주상복합,186,4207.810653084575,48463.236500112114
2023-02,관악구,다세대주택,108,755.8753821231027,4326.180588218736
2023-02,관악구,빌라,320,4337.139643649761,81851.39788561752
2023-02,광진구,아파트,360,3774.562672402862,91577.07796899136
2023-02,광진구,단독주택,32,3868.0383343845015,94642.27579859552
2023-02,광진구,오피스텔,467,1951.4676914513534,26385.228735974288
2023-02,광진구,상가,466,732.8811342423254,95542.94964409606
2023-02,광진구,주상복합,214,1115.4154801394766,88187.40474548165
2023-02,광진구,다세대주택,497,3128.8283782436897,37741.78364918553
2023-02,광진구,빌라,81,208.705235948478,51322.02310465161
2023-02,구로구,아파트,447,3884.3601195046326,53455.859607863356
2023-02,구로구,단독주택,277,4100.290102544006,96893.45524766283
2023-02,구로구,오피스텔,487,4395.6026530258905,42137.83802260251
2023-02,구로구,상가,121,2452.225238390528,43791.970530512284
2023-02,구로구,주상복합,238,3139.5168016319767,71295.73750562468
2023-02,구로구,다세대주택,444,4525.440187515469,62874.580073437326
2023-02,구로구,빌라,235,1817.8790381523252,60222.01562489941
2023-02,금천구,아파트,295,2818.596481856906,11827.202831979037
2023-02,금천구,단독주택,491,1806.4517884141717,52856.98044850165
2023-02,금천구,오피스텔,481,4561.309264176038,31902.066799569195
2023-02,금천구,상가,115,4325.582172859052,95103.50049479128
2023-02,금천구,주상복합,397,2350.799358936245,84682.86725681483
2023-02,금천구,다세대주택,282,1365.397502664896,47536.168355111346
2023-02,금천구,빌라,43,3141.9478536682473,36699.10059786518
2023-02,노원구,아파트,135,3203.664186151956,26294.125021484728
2023-02,노원구,단독주택,380,2732.590741898943,47631.55842140649
2023-02,노원구,오피스텔,345,844.3231982102424,16466.23574699278
2023-02,노원구,상가,17,982.3296345115629,70560.64222402665
2023-02,노원구,주상복합,290,4494.263208539458,48974.279105498616
2023-02,노원구,다세대주택,102,4868.240711423511,61387.73336747314
2023-02,노원구,빌라,60,300.2562197057464,19386.70111799996
2023-02,도봉구,아파트,101,1803.3341509651493,6085.054104061018
2023-02,도봉구,단독주택,335,691.115768392944,47695.5404991744
2023-02,도봉구,오피스텔,355,4481.664588190036,15488.59463506546
2023-02,도봉구,상가,227,3482.93466028389,6813.277564586597
2023-02,도봉구,주상복합,258,2457.6124308758367,69715.11755832005
2023-02,도봉구,다세대주택,65,4380.535258123208,92324.62285158588
2023-02,도봉구,빌라,70,112.71561947986814,87225.20738245192
2023-02,동대문구,아파트,17,3766.472482879926,20898.5388775686
2023-02,동대문구,단독주택,216,2729.2941653379294,92632.05063342101
2023-02,동대문구,오피스텔,23,3129.44838049845,38784.62303826792
2023-02,동대문구,상가,225,3630.5287008181776,9047.11216359042
2023-02,동대문구,주상복합,196,1336.9410272857017,72194.90983080158
2023-02,동대문구,다세대주택,120,4237.759295904781,75712.77450483298
2023-02,동대문구,빌라,283,2292.3205974349275,54663.874846137245
2023-02,동작구,아파트,24,613.8589160091565,74528.30499110045
2023-02,동작구,단독주택,37,198.3488691108592,34241.6790615683
2023-02,동작구,오피스텔,240,537.1012106890753,54927.54970950578
2023-02,동작구,상가,34,4463.583675625485,60578.46799474272
2023-02,동작구,주상복합,77,1840.0110860685934,65935.81550828287
2023-02,동작구,다세대주택,155,525.9094116283761,55099.33455639913
2023-02,동작구,빌라,43,2832.937103157143,59893.93716209363
2023-02,마포구,아파트,245,725.1434836982625,30526.262862476273
2023-02,마포구,단독주택,15,4508.272246010561,61932.85656247657
2023-02,마포구,오피스텔,452,1844.8739568994465,98691.97913291903
2023-02,마포구,상가,238,4675.089936423386,3730.8332240052496
2023-02,마포구,주상복합,286,849.009782003227,26857.89965329729
2023-02,마포구,다세대주택,13,4269.005837397117,11525.099580393955
2023-02,마포구,빌라,359,949.5306169442987,89986.24618876324
2023-02,서대문구,아파트,256,353.0138415851129,4769.520698551021
2023-02,서대문구,단독주택,238,4913.655222852171,13867.773510301078
2023-02,서대문구,오피스텔,331,2922.392247247734,91987.37446929657
2023-02,서대문구,상가,344,4103.653147651472,28016.574223359163
2023-02,서대문구,주상복합,495,3376.3517776297117,93149.47094537583
2023-02,서대문구,다세대주택,344,2721.6799870200616,49232.08996026196
2023-02,서대문구,빌라,182,3870.515372640491,21143.243610079768
2023-02,서초구,아파트,127,3583.6671463000666,22352.171951817018
2023-02,서초구,단독주택,29,1287.807688833893,14139.171999702743
2023-02,서초구,오피스텔,99,3862.11955706991,11467.147420198518
2023-02,서초구,상가,391,856.3773048435913,49670.589879917294
2023-02,서초구,주상복합,268,353.93533042989185,35650.614984810294
2023-02,서초구,다세대주택,19,2788.155277896951,56245.432049230796
2023-02,서초구,빌라,395,1679.5338403761425,81557.82124789958
2023-02,성동구,아파트,330,780.2413898658998,3262.957243189978
2023-02,성동구,단독주택,274,3018.6298289784368,48742.890289365365
2023-02,성동구,오피스텔,428,1809.454506060677,93164.3269920391
2023-02,성동구,상가,327,3755.275175188719,42626.27441478394
2023-02,성동구,주상복합,382,3681.2506284978567,94019.02431164066
2023-02,성동구,다세대주택,85,1958.220066322622,92865.59408820198
2023-02,성동구,빌라,329,2914.9182545815684,84657.39134555239
2023-02,성북구,아파트,337,4156.910347169711,75798.68670223541
2023-02,성북구,단독주택,325,901.9141200419521,18933.782399306314
2023-02,성북구,오피스텔,14,1254.8895557184987,64474.580680857194
2023-02,성북구,상가,71,1858.2693722051622,88088.4524588715
2023-02,성북구,주상복합,98,3446.612110743949,46839.01432600681
2023-02,성북구,다세대주택,113,1947.027704182047,47879.93920995182
2023-02,성북구,빌라,431,2744.927203381702,45558.233512668885
2023-02,송파구,아파트,490,1237.8422062194047,90258.73360763314
2023-02,송파구,단독주택,459,2763.409019458544,90927.79476356105
2023-02,송파구,오피스텔,444,2759.9616220057037,44858.229884234934
2023-02,송파구,상가,76,3175.7694600499476,35485.84462173736
2023-02,송파구,주상복합,457,916.9807239675774,88227.0241912235
2023-02,송파구,다세대주택,298,2713.9593506839756,89707.58055594288
2023-02,송파구,빌라,429,4988.693818026832,75983.1026437658
2023-02,양천구,아파트,494,3915.00250134868,16883.414598201554
2023-02,양천구,단독주택,205,2892.459455869451,76958.49251684698
2023-02,양천구,오피스텔,132,3797.712930114571,12982.854982182067
2023-02,양천구,상가,406,642.0955110805154,85105.87229824826
2023-02,양천구,주상복합,225,3059.393573155311,51721.96970386543
2023-02,양천구,다세대주택,145,834.5953940089915,25237.385337566226
2023-02,양천구,빌라,341,3882.221704931401,4183.698014850318
2023-02,영등포구,아파트,124,3500.34737788879,55644.27100471683
2023-02,영등포구,단독주택,308,3035.2438874089,83199.4862974806
2023-02,영등포구,오피스텔,263,4551.407750534779,59589.004092313684
2023-02,영등포구,상가,209,2175.624625860366,30929.172798145435
2023-02,영등포구,주상복합,372,851.421875268793,59864.29370562933
2023-02,영등포구,다세대주택,455,593.8935547778439,27833.506589805234
2023-02,영등포구,빌라,113,4373.407153826342,93415.4734009104
2023-02,용산구,아파트,365,4601.877559077658,79638.20980103641
2023-02,용산구,단독주택,302,3565.469308135653,17796.28716268335
2023-02,용산구,오피스텔,101,1934.7333116300679,9685.389318620222
2023-02,용산구,상가,60,3708.576754561142,93633.60043259444
2023-02,용산구,주상복합,223,4562.362371452994,14912.645839036179
2023-02,용산구,다세대주택,110,4925.721874915439,84373.11438525561
2023-02,용산구,빌라,191,4203.704866112211,35218.20202752908
2023-02,은평구,아파트,447,2642.306479917753,60353.71726725814
2023-02,은평구,단독주택,158,1958.5979220891893,75192.21622879902
2023-02,은평구,오피스텔,211,4033.981898130256,3449.3062314464773
2023-02,은평구,상가,434,659.90977027287,43206.944667751886
2023-02,은평구,주상복합,99,4607.292520422527,36595.56145349824
2023-02,은평구,다세대주택,219,2456.1011926364604,92090.10831911222
2023-02,은평구,빌라,137,1200.5636324059117,46886.63306487126
2023-02,종로구,아파트,188,1316.3095695100442,59030.29954688008
2023-02,종로구,단독주택,189,2152.7347025722847,91740.0524036057
2023-02,종로구,오피스텔,186,3924.4289669758296,29925.955745053558
2023-02,종로구,상가,163,164.1628372828348,67363.12508562094
2023-02,종로구,주상복합,464,4880.152446845505,47521.93183765026
2023-02,종로구,다세대주택,157,2131.6582062624166,11278.917803628454
2023-02,종로구,빌라,198,1003.8680699523949,32060.803441348275
2023-02,중구,아파트,233,428.6747392032947,75746.16562872025
2023-02,중구,단독주택,388,4018.93190816392,36890.5389077853
2023-02,중구,오피스텔,167,1034.3698312519662,6545.317781265203
2023-02,중구,상가,295,4199.167585132431,59982.999610705214
2023-02,중구,주상복합,266,3900.0853218055518,46969.01697055868
2023-02,중구,다세대주택,203,2718.8338671605097,49665.530993595836
2023-02,중구,빌라,231,2842.2376234102676,18058.30385527911
2023-02,중랑구,아파트,394,1738.3777754213627,10323.826288977256
2023-02,중랑구,단독주택,140,1929.2156497707895,29262.233294924717
2023-02,중랑구,오피스텔,375,2680.2344866305393,80672.72783415375
2023-02,중랑구,상가,64,865.1477270943327,72449.30619819756
2023-02,중랑구,주상복합,358,2099.1240272877394,56517.091740155956
2023-02,중랑구,다세대주택,332,1232.2665032815498,68173.59612907666
2023-02,중랑구,빌라,337,610.1320517244119,80591.86028119936
2023-03,강남구,아파트,76,4448.556364316165,57001.99372398651
2023-03,강남구,단독주택,273,587.2628245207914,26587.702526947047
2023-03,강남구,오피스텔,87,3055.6672706672,81264.46444937085
2023-03,강남구,상가,409,2046.1992951304287,67804.25824735267
2023-03,강남구,주상복합,478,2091.3223105402576,34427.03592735957
2023-03,강남구,다세대주택,475,163.70942520260658,11294.327492883403
2023-03,강남구,빌라,160,4255.827667787729,14909.358297282724
2023-03,강동구,아파트,412,2956.903648751492,43878.1814074723
2023-03,강동구,단독주택,11,4562.057617347489,63601.84329119536
2023-03,강동구,오피스텔,20,1371.1748238133332,39830.16359222489
2023-03,강동구,상가,480,267.7177430205927,83573.48713682922
2023-03,강동구,주상복합,302,2106.1170957370778,56548.576542642084
2023-03,강동구,다세대주택,235,4319.233297876136,24292.520932852993
2023-03,강동구,빌라,351,3920.817996461351,14081.078814278493
2023-03,강북구,아파트,167,2488.4128714226167,89771.56600872686
2023-03,강북구,단독주택,137,992.3249802257579,50023.501613583576
2023-03,강북구,오피스텔,218,1416.519060986236,55538.51882210409
2023-03,강북구,상가,246,2072.495213625205,24148.24142692639
2023-03,강북구,주상복합,287,4191.158160316565,98487.01152824456
2023-03,강북구,다세대주택,451,4512.804276058289,70048.52018813648
2023-03,강북구,빌라,302,190.11431508258698,91686.9842363684
2023-03,강서구,아파트,350,4093.76669917204,51314.803090567555
2023-03,강서구,단독주택,43,2815.4722123273878,66187.77767013083
2023-03,강서구,오피스텔,387,3628.9926499982494,13338.136822481412
2023-03,강서구,상가,351,770.7395873371556,90301.8082592662
2023-03,강서구,주상복합,143,3687.7044344494057,27320.87407447498
2023-03,강서구,다세대주택,246,3358.679705276652,20011.01402647461
2023-03,강서구,빌라,182,4206.72411957365,42225.005650255356
2023-03,관악구,아파트,199,2642.6967558859037,7555.69877718034
2023-03,관악구,단독주택,319,3716.364720489215,11031.470788737268
2023-03,관악구,오피스텔,301,3877.8310351238447,9620.221419346883
2023-03,관악구,상가,276,1514.5993101764293,37500.253497100064
2023-03,관악구,주상복합,122,3635.5110194973377,62209.25269977189
2023-03,관악구,다세대주택,319,2432.646970775588,67376.10304017688
2023-03,관악구,빌라,255,761.506259363914,49924.22936744404
2023-03,광진구,아파트,259,252.7973618002949,28439.612297083033
2023-03,광진구,단독주택,236,4223.495335519213,85101.56138351206
2023-03,광진구,오피스텔,374,857.8934903278574,63463.2574377841
2023-03,광진구,상가,459,622.3314403554818,10288.364828373451
2023-03,광진구,주상복합,26,2122.688397973086,71377.77831982845
2023-03,광진구,다세대주택,113,2230.6539591583564,26900.99722419336
2023-03,광진구,빌라,140,481.0501859868897,3226.9208907004913
2023-03,구로구,아파트,444,1433.5111724268172,60252.374686301446
2023-03,구로구,단독주택,284,1641.5231283661135,81320.73442622584
2023-03,구로구,오피스텔,314,770.4112915029109,95173.02332061784
2023-03,구로구,상가,320,2654.37327032649,11410.40555063181
2023-03,구로구,주상복합,89,4377.434595794401,74025.81398172744
2023-03,구로구,다세대주택,158,3819.275643140364,73238.02293949445
2023-03,구로구,빌라,473,4261.058692670064,27217.796859341037
2023-03,금천구,아파트,98,3268.658103674101,70237.9955113217
2023-03,금천구,단독주택,498,4725.890764464405,6824.400702745072
2023-03,금천구,오피스텔,275,2982.4924091526623,99937.28945788599
2023-03,금천구,상가,291,2882.9316297078844,91802.36486604006
2023-03,금천구,주상복합,279,690.5606360536758,73909.29613145332
2023-03,금천구,다세대주택,380,4629.541357344999,97192.64978104067
2023-03,금천구,빌라,224,3997.1750059995775,75271.26116766137
2023-03,노원구,아파트,381,4238.292052821845,33952.745904595795
2023-03,노원구,단독주택,499,3258.2785880665288,66066.23299299313
2023-03,노원구,오피스텔,161,1227.043302709745,14694.987920396045
2023-03,노원구,상가,107,4436.491946964077,54435.71786558531
2023-03,노원구,주상복합,483,3651.357180490931,9339.56505749741
2023-03,노원구,다세대주택,24,4039.4871990643983,55224.94456693639
2023-03,노원구,빌라,479,1661.8872643671425,63711.463514389885
2023-03,도봉구,아파트,25,2191.4035776088353,88036.5416526576
2023-03,도봉구,단독주택,459,219.56382962703628,87399.5907683902
2023-03,도봉구,오피스텔,423,101.16386552183444,20990.87222894208
2023-03,도봉구,상가,283,4701.431722713191,80481.97387004555
2023-03,도봉구,주상복합,48,146.47862477964057,8110.332089791173
2023-03,도봉구,다세대주택,486,284.2241887106783,49538.78870508096
2023-03,도봉구,빌라,281,4381.01785951306,98456.09651233163
2023-03,동대문구,아파트,275,549.3267420460077,35627.93499135694
2023-03,동대문구,단독주택,349,3714.153277785568,26161.383139525326
2023-03,동대문구,오피스텔,12,2389.8227560344976,31809.279016123575
2023-03,동대문구,상가,333,3606.2112446477854,60143.5278436768
2023-03,동대문구,주상복합,441,187.58228019372768,98809.07180439506
2023-03,동대문구,다세대주택,82,636.3912335276642,40988.123632414536
2023-03,동대문구,빌라,461,1169.4440505388145,95146.23484317186
2023-03,동작구,아파트,70,1369.014992848887,60089.760210404806
2023-03,동작구,단독주택,304,4407.679707054607,94639.0061622668
2023-03,동작구,오피스텔,20,4528.247439158826,98950.93625189582
2023-03,동작구,상가,208,4956.726268071185,25472.15503419401
2023-03,동작구,주상복합,157,4205.346102887903,25365.211993086843
