거래일자,지역명,지역상세,건물유형,거래유형,거래금액(만원),보증금(만원),월세(만원),면적(㎡),층수,준공연도,거래중개
2024-08-29,금천구,금천구 8동,다세대주택,전세,27804,5428,0,165.35999917987417,25,1998,직거래
2024-05-28,용산구,용산구 14동,주상복합,매매,128935,13375,262,82.14940899534291,8,1989,직거래
2024-02-05,용산구,용산구 18동,아파트,전세,128259,0,234,73.4744989780397,18,2021,직거래
2024-07-30,은평구,은평구 7동,다세대주택,매매,44300,9437,0,170.7189380884132,49,1990,중개
2024-01-21,강남구,강남구 18동,오피스텔,경매,62873,89853,0,69.35129435206399,5,2012,경매
2024-02-07,동대문구,동대문구 10동,주상복합,매매,29695,26041,0,159.41905894526448,18,1980,경매
2024-03-09,중랑구,중랑구 17동,아파트,매매,34414,0,0,141.21048424084955,24,1987,직거래
2024-10-10,서초구,서초구 15동,단독주택,전세,19929,33213,0,164.55702365851437,33,1992,중개
2024-05-12,영등포구,영등포구 6동,단독주택,매매,64203,19669,0,107.26005081628045,5,1983,직거래
2024-08-01,양천구,양천구 5동,아파트,월세,77016,40135,0,98.08119239732709,4,1985,직거래
2024-01-22,성북구,성북구 4동,다세대주택,공매,299208,0,0,142.31144409257996,5,2019,직거래
2024-08-24,관악구,관악구 8동,아파트,공매,143697,0,0,113.8679519070601,6,1989,직거래
2024-02-19,서초구,서초구 6동,다세대주택,매매,160498,0,0,80.49952805980575,14,1987,직거래
2024-10-22,성북구,성북구 9동,상가,공매,74817,7850,272,80.06867272564273,5,2015,중개
2024-09-19,강서구,강서구 16동,아파트,매매,127452,35379,0,163.54801598834308,45,2001,중개
2024-06-30,서대문구,서대문구 12동,아파트,경매,30799,0,150,32.33136212147943,7,1997,경매
2024-11-17,성북구,성북구 9동,주상복합,경매,90795,0,0,179.25041059662166,4,2003,직거래
2024-03-15,중구,중구 19동,단독주택,월세,46717,0,236,72.64018297953126,43,2014,직거래
2024-07-20,용산구,용산구 10동,오피스텔,전세,28135,3084,85,76.10298623227304,27,1994,경매
2024-12-19,영등포구,영등포구 4동,주상복합,공매,54339,0,267,174.29606017841613,34,1995,경매
2024-03-07,종로구,종로구 5동,빌라,전세,80261,0,0,56.175325902423126,1,2009,경매
2024-05-07,종로구,종로구 1동,상가,전세,81685,0,0,143.9278024360807,-2,2018,중개
2024-01-19,마포구,마포구 5동,빌라,월세,88207,0,0,29.32101990975214,47,1990,직거래
2024-05-26,은평구,은평구 2동,빌라,경매,45336,0,0,162.23883707934996,5,2005,중개
2024-11-26,노원구,노원구 9동,상가,전세,40537,0,43,91.38958388018206,18,1983,직거래
2024-12-01,중랑구,중랑구 3동,다세대주택,매매,183372,18687,0,101.31186527768749,25,1980,직거래
2024-01-28,강서구,강서구 8동,아파트,전세,63989,28148,0,88.73206380621482,9,2019,직거래
2024-09-26,강동구,강동구 17동,오피스텔,매매,45027,0,0,54.16161993822375,16,2021,직거래
2024-04-16,구로구,구로구 12동,오피스텔,경매,102741,11279,0,196.02127780150278,42,1984,직거래
2024-01-24,광진구,광진구 5동,상가,매매,207512,22913,0,31.343020197566748,7,2004,경매
2024-08-27,서초구,서초구 8동,단독주택,공매,92757,48265,0,41.804943292802264,23,2007,직거래
2024-09-24,관악구,관악구 18동,상가,전세,67757,60952,181,84.49389443352483,30,1994,중개
2024-08-29,서대문구,서대문구 15동,오피스텔,공매,93899,49621,0,127.05971866235029,-2,1998,경매
2024-11-27,영등포구,영등포구 18동,아파트,월세,11180,0,0,101.88382607621169,12,2018,중개
2024-03-20,강동구,강동구 16동,오피스텔,전세,116279,0,0,162.72241009933444,48,1999,중개
2024-10-16,강동구,강동구 18동,아파트,경매,132368,30097,113,75.09052152652606,2,1981,중개
2024-01-16,종로구,종로구 11동,주상복합,공매,49906,0,0,73.45908040509497,36,1990,중개
2024-12-01,송파구,송파구 4동,아파트,공매,46297,10131,0,126.50038770683071,28,2009,직거래
2024-06-23,종로구,종로구 5동,아파트,공매,243114,0,0,46.89774238556343,18,2019,경매
2024-06-21,서초구,서초구 13동,빌라,월세,82549,0,0,38.159984379054606,26,1984,직거래
2024-05-20,중구,중구 8동,상가,매매,44835,43397,0,161.31659670649827,24,2009,경매
2024-10-16,광진구,광진구 1동,오피스텔,월세,18762,0,225,30.714715436928046,12,2017,중개
2024-05-21,중랑구,중랑구 8동,오피스텔,공매,57276,20700,0,38.19376862691368,34,1988,경매
2024-08-11,영등포구,영등포구 19동,주상복합,월세,90126,24019,0,89.77878210058383,23,1997,중개
2024-03-22,중랑구,중랑구 6동,빌라,경매,41169,97671,0,42.78014173896288,6,2019,경매
2024-05-24,성북구,성북구 14동,다세대주택,경매,67287,0,220,197.5453223054386,37,1980,직거래
2024-09-21,영등포구,영등포구 4동,단독주택,경매,60598,0,0,184.63971933627488,6,2016,중개
2024-07-29,금천구,금천구 13동,상가,경매,80668,0,183,195.86697565095955,1,1987,직거래
2024-01-14,성북구,성북구 18동,단독주택,공매,44731,19282,0,71.31790988893893,30,2010,중개
2024-06-11,동작구,동작구 13동,빌라,전세,143729,0,0,149.39553311908594,36,1987,직거래
2024-08-11,동대문구,동대문구 6동,주상복합,월세,35810,0,0,36.96967602180849,35,2016,중개
2024-05-09,동작구,동작구 14동,주상복합,공매,191551,0,231,91.54170662006483,42,1985,경매
2024-03-08,은평구,은평구 14동,빌라,경매,35140,37216,0,145.21506644776466,33,1988,경매
2024-10-27,영등포구,영등포구 19동,오피스텔,매매,81018,0,0,162.55369855362852,40,1982,경매
2024-02-28,서대문구,서대문구 15동,다세대주택,전세,45314,0,0,184.87108469222198,48,2008,직거래
2024-12-11,동작구,동작구 9동,주상복합,경매,287040,0,0,78.90679013051582,21,1990,경매
2024-04-14,양천구,양천구 19동,단독주택,공매,90797,38550,0,107.83062366627168,46,1996,중개
2024-02-11,금천구,금천구 7동,다세대주택,경매,134603,0,0,44.67222965728065,49,2014,경매
2024-11-20,관악구,관악구 14동,단독주택,공매,47981,0,0,95.57652635665524,29,2003,경매
2024-01-12,영등포구,영등포구 17동,빌라,전세,36758,76540,122,54.85401656843848,47,2021,직거래
2024-06-06,종로구,종로구 15동,주상복합,경매,168259,0,0,90.11956441269714,14,1993,경매
2024-03-23,송파구,송파구 6동,주상복합,매매,82523,0,0,154.99827778550662,10,2022,경매
2024-07-17,영등포구,영등포구 1동,아파트,공매,26685,14444,0,181.3156036902912,24,2017,직거래
2024-04-13,마포구,마포구 4동,아파트,공매,105757,0,0,162.6051260295233,12,1985,경매
2024-08-11,종로구,종로구 14동,상가,경매,28673,0,0,87.19489822211973,28,2023,경매
2024-06-04,강북구,강북구 19동,주상복합,경매,61652,29384,242,117.69923038876472,-2,1986,직거래
2024-06-07,송파구,송파구 1동,오피스텔,경매,56595,0,0,81.03383270963954,35,1994,경매
2024-12-12,성북구,성북구 19동,오피스텔,경매,192902,13848,144,31.12288593320374,30,2012,중개
2024-10-26,동대문구,동대문구 1동,상가,경매,20299,0,0,175.9894812072486,12,2007,직거래
2024-09-29,도봉구,도봉구 2동,다세대주택,월세,108074,0,0,94.06724818144853,25,2017,경매
2024-08-31,송파구,송파구 3동,빌라,경매,270387,82168,270,119.49454056740663,9,1988,중개
2024-01-10,노원구,노원구 3동,오피스텔,경매,133381,4532,0,136.20874031203294,2,1993,직거래
2024-03-02,종로구,종로구 14동,오피스텔,경매,54798,12674,243,119.60006103609868,25,2001,경매
2024-08-07,중랑구,중랑구 6동,상가,경매,95570,0,53,99.98882521419168,35,2011,직거래
2024-04-17,동작구,동작구 7동,단독주택,매매,14133,15756,0,62.6866531825704,27,1982,중개
2024-04-20,성북구,성북구 14동,상가,공매,104222,17632,0,50.3134308218054,27,2010,중개
2024-07-29,영등포구,영등포구 8동,다세대주택,매매,57161,0,0,181.9594702206787,12,2023,경매
2024-07-20,서대문구,서대문구 14동,오피스텔,매매,111722,19742,128,27.778465918999697,36,1995,중개
2024-03-07,영등포구,영등포구 16동,오피스텔,월세,41515,36037,0,26.50747889743205,38,1998,경매
2024-10-30,은평구,은평구 5동,다세대주택,전세,89108,67538,0,97.8633677006031,15,2013,경매
2024-11-16,종로구,종로구 1동,다세대주택,매매,24012,12108,0,150.7442631885349,30,1983,경매
2024-11-26,영등포구,영등포구 8동,주상복합,경매,37635,30841,169,186.9748938542265,37,1982,중개
2024-01-26,양천구,양천구 15동,상가,월세,46063,38856,0,54.97874369727937,38,2005,직거래
2024-05-25,서초구,서초구 11동,빌라,경매,18043,22823,284,38.100251787148906,28,2013,중개
2024-12-27,강북구,강북구 7동,상가,전세,79043,8964,0,20.738261077430074,0,2008,중개
2024-08-07,서대문구,서대문구 13동,오피스텔,경매,50363,25876,0,195.93000977748335,26,1982,직거래
2024-03-08,송파구,송파구 15동,아파트,공매,21208,66043,76,60.142275454138044,26,1982,중개
2024-10-06,강남구,강남구 13동,상가,매매,113373,10175,69,144.6205096837502,12,1988,경매
2024-12-02,구로구,구로구 15동,단독주택,경매,89488,0,0,94.1527423812438,28,2012,중개
2024-03-08,광진구,광진구 19동,오피스텔,공매,26564,0,0,81.34701839660308,45,2006,경매
2024-09-06,중랑구,중랑구 16동,아파트,월세,23481,0,0,42.4098016882306,49,1994,직거래
2024-04-21,은평구,은평구 7동,오피스텔,전세,40954,24791,45,125.89649218846492,15,2009,경매
2024-07-21,마포구,마포구 5동,오피스텔,월세,194803,42056,280,80.48653954896773,19,1982,중개
2024-05-21,서초구,서초구 11동,아파트,경매,14558,18627,71,153.6682378758662,14,2017,경매
2024-09-13,구로구,구로구 7동,오피스텔,경매,44587,0,0,182.78378124505656,17,2005,경매
2024-03-29,노원구,노원구 12동,단독주택,전세,11950,16797,127,96.84237571811069,5,1989,중개
2024-08-29,도봉구,도봉구 19동,아파트,경매,13820,0,192,46.222854919286306,27,1988,경매
2024-06-18,강동구,강동구 17동,아파트,공매,123687,0,283,115.26411025270514,43,1996,중개
2024-12-25,관악구,관악구 16동,아파트,월세,15440,23339,0,176.56384764659893,9,1994,경매
2024-08-17,송파구,송파구 9동,다세대주택,월세,32680,0,0,143.26317238702757,40,2008,중개
2024-05-19,서대문구,서대문구 18동,아파트,전세,56324,24588,0,182.2648851105779,35,1992,직거래
2024-12-11,영등포구,영등포구 14동,주상복합,공매,98814,0,0,62.19303399348662,47,2019,경매
2024-08-05,서대문구,서대문구 8동,아파트,전세,63334,0,0,170.36522375220065,44,1983,중개
2024-08-08,동대문구,동대문구 16동,주상복합,경매,23651,0,0,98.01431190652103,6,1997,직거래
2024-02-11,노원구,노원구 4동,단독주택,월세,22257,29794,154,142.31131848710885,16,2019,중개
2024-07-11,마포구,마포구 13동,주상복합,매매,23297,9419,0,75.5157959891624,5,2023,중개
2024-12-25,강북구,강북구 2동,아파트,경매,150756,0,203,23.66134959216818,17,1984,경매
2024-09-30,중구,중구 18동,오피스텔,전세,72916,0,0,87.02080730936859,1,1992,직거래
2024-08-17,금천구,금천구 4동,단독주택,매매,39746,103567,291,134.20156515600854,34,2013,중개
2024-03-04,도봉구,도봉구 12동,아파트,월세,114789,54730,0,92.81346441511258,30,1991,직거래
2024-03-16,양천구,양천구 17동,단독주택,매매,26960,0,0,82.07728106477776,44,1996,경매
2024-02-07,동작구,동작구 14동,상가,공매,196741,23406,158,76.20221367497072,10,1991,직거래
2024-03-06,강서구,강서구 18동,주상복합,전세,322688,0,100,79.14658934504988,19,2019,직거래
2024-03-17,금천구,금천구 14동,아파트,공매,172810,13761,0,88.07092660152762,39,1984,경매
2024-07-16,금천구,금천구 18동,다세대주택,전세,133344,0,0,108.90044339712465,10,1994,중개
2024-04-12,광진구,광진구 8동,상가,매매,121172,0,79,84.99699974132041,11,2000,경매
2024-01-17,송파구,송파구 16동,상가,매매,86091,0,134,89.6598306657756,-2,2004,중개
2024-01-06,강동구,강동구 8동,빌라,월세,18559,24049,173,142.90031003494346,16,1988,경매
2024-08-16,송파구,송파구 7동,아파트,경매,51048,0,55,86.74475555807255,0,1981,경매
2024-12-26,금천구,금천구 2동,다세대주택,공매,75192,25427,0,55.77259949662822,33,1998,경매
2024-10-27,영등포구,영등포구 2동,오피스텔,매매,39059,0,0,43.25310520557491,7,1988,경매
2024-04-09,양천구,양천구 19동,상가,월세,39626,0,139,90.86171310002385,39,2018,중개
2024-03-21,송파구,송파구 7동,단독주택,전세,151081,0,89,142.13706395858765,34,2002,직거래
2024-01-19,서대문구,서대문구 5동,아파트,경매,48588,34247,0,54.00449415806517,42,1998,중개
2024-12-06,서대문구,서대문구 12동,오피스텔,매매,45583,0,0,191.58587402975016,8,2023,중개
2024-09-28,양천구,양천구 19동,오피스텔,경매,42229,0,211,47.67410575924147,44,2013,중개
2024-03-18,송파구,송파구 2동,아파트,매매,145902,0,0,183.60002087284013,0,1991,중개
2024-12-08,강남구,강남구 6동,오피스텔,월세,60485,0,0,46.63185297931473,28,2000,경매
2024-10-17,노원구,노원구 13동,오피스텔,월세,27514,8446,0,45.3619348531627,39,2015,중개
2024-11-22,구로구,구로구 8동,상가,매매,37332,0,0,138.98487048218607,21,1983,직거래
2024-01-16,도봉구,도봉구 5동,오피스텔,공매,54021,0,0,53.34827162559224,-1,2023,경매
2024-02-18,서대문구,서대문구 16동,주상복합,전세,41455,0,0,118.41265063709625,26,2008,중개
2024-10-30,종로구,종로구 11동,빌라,매매,54841,7854,0,33.009350607415975,34,1987,직거래
2024-07-17,구로구,구로구 14동,아파트,전세,89450,0,152,76.74295311218381,8,1996,중개
2024-05-26,구로구,구로구 5동,단독주택,전세,98750,21312,0,157.34349160682012,43,1993,중개
2024-07-05,광진구,광진구 5동,빌라,공매,261881,0,222,153.49895996925596,40,1985,경매
2024-10-22,강동구,강동구 9동,빌라,월세,98974,0,0,58.073693193960935,5,1997,경매
2024-12-17,성북구,성북구 16동,주상복합,경매,53143,15329,0,81.24054347403055,43,2014,직거래
2024-06-18,마포구,마포구 11동,빌라,전세,98866,26292,0,188.90817267513097,4,2021,중개
2024-06-28,동작구,동작구 11동,단독주택,전세,244790,0,0,62.21793813464956,47,2021,경매
2024-09-10,강남구,강남구 7동,빌라,공매,39414,0,161,24.832628194819943,9,1986,직거래
2024-01-13,성북구,성북구 10동,오피스텔,경매,37060,0,0,80.8594384267465,5,2011,경매
2024-09-29,강동구,강동구 6동,단독주택,전세,39855,0,52,153.4895901098009,46,1989,경매
2024-08-23,중랑구,중랑구 2동,빌라,경매,36282,0,0,154.20518088011443,47,1981,중개
2024-12-22,중랑구,중랑구 15동,상가,매매,38829,0,0,42.18601159115872,5,1982,중개
2024-03-23,노원구,노원구 4동,단독주택,월세,33279,21026,0,195.2746785412329,25,2000,경매
2024-07-05,서대문구,서대문구 4동,다세대주택,매매,52400,83399,0,40.81013987463466,24,2004,경매
2024-03-28,중랑구,중랑구 12동,오피스텔,매매,82984,0,0,150.90763854669495,2,2019,직거래
2024-04-21,성동구,성동구 15동,빌라,공매,100455,0,0,176.50264097681975,30,2019,경매
2024-02-03,강서구,강서구 11동,주상복합,공매,67269,0,225,140.5501414096071,2,1991,경매
2024-07-23,은평구,은평구 13동,아파트,월세,41440,14250,0,70.57590209831241,32,2023,중개
2024-06-04,종로구,종로구 10동,다세대주택,경매,52142,0,0,65.53288900237322,24,2004,중개
2024-07-26,강남구,강남구 11동,단독주택,전세,47879,0,0,166.45301844013642,2,2003,직거래
2024-08-08,금천구,금천구 19동,단독주택,월세,117476,0,0,39.53500230041992,38,1984,중개
